"本檔為研究建議,未經人工確認不得使用。"
"App作物","標準近似名","建議(涵蓋/不涵蓋/無法判斷)","理由","來源","信心(高/中/低)"
"薑","野薑花","不涵蓋","兩名稱只是字面局部相似，官方分類或食用部位不同；「薑」不能視為「野薑花」同一標準作物。","https://www.fda.gov.tw/TC/newsContent.aspx?cid=3&id=31306；https://data.fda.gov.tw/data/opendata/export/16/json；mrl-data/latest.json","高"
"薑","薑黃","不涵蓋","兩名稱只是字面局部相似，官方分類或食用部位不同；「薑」不能視為「薑黃」同一標準作物。","https://www.fda.gov.tw/TC/newsContent.aspx?cid=3&id=31306；https://data.fda.gov.tw/data/opendata/export/16/json；mrl-data/latest.json","高"
"薔薇科梨果類","梨","無法判斷","App 作物是群組名稱「薔薇科梨果類」，標準近似名「梨」只代表群組的一部分，無法視為整組涵蓋。","https://www.fda.gov.tw/TC/newsContent.aspx?cid=3&id=31306；https://data.fda.gov.tw/data/opendata/export/16/json；mrl-data/latest.json","中"
"闊葉大豆","闊葉大豆根","無法判斷","標準名「闊葉大豆根」限定加工型態、食用部位或排除子型態；App 名「闊葉大豆」較廣，不能把部分型態的容許量套給全部。","https://www.fda.gov.tw/TC/newsContent.aspx?cid=3&id=31306；https://data.fda.gov.tw/data/opendata/export/16/json；mrl-data/latest.json","中"
"闊葉大豆","大豆","無法判斷","只能確認名稱近似；附表五及本機分類資料不足以證明「闊葉大豆」與「大豆」是同一作物、同一部位及同一產品型態。","https://www.fda.gov.tw/TC/newsContent.aspx?cid=3&id=31306；https://data.fda.gov.tw/data/opendata/export/16/json；mrl-data/latest.json","低"
"蠶豆","蠶豆(乾)","無法判斷","標準名「蠶豆(乾)」限定加工型態、食用部位或排除子型態；App 名「蠶豆」較廣，不能把部分型態的容許量套給全部。","https://www.fda.gov.tw/TC/newsContent.aspx?cid=3&id=31306；https://data.fda.gov.tw/data/opendata/export/16/json；mrl-data/latest.json","中"
"蠶豆","蠶豆(鮮)","無法判斷","標準名「蠶豆(鮮)」限定加工型態、食用部位或排除子型態；App 名「蠶豆」較廣，不能把部分型態的容許量套給全部。","https://www.fda.gov.tw/TC/newsContent.aspx?cid=3&id=31306；https://data.fda.gov.tw/data/opendata/export/16/json；mrl-data/latest.json","中"
"蠶豆","其他豆菜類(刀豆、毛豆、花豆(鮮)、扁豆、豇豆(鮮)、萊豆、菜豆、豌豆、樹豆(鮮)、翼豆、蠶豆(鮮)、鷹嘴豆除外)","不涵蓋","作物分類對照將「蠶豆」列為「乾豆類 / 豆菜類」，與通用列母類「豆菜類」不同，且作物未在排除名單內的事實不能跨類擴張。","https://www.fda.gov.tw/TC/newsContent.aspx?cid=3&id=31306；https://data.fda.gov.tw/data/opendata/export/16/json；mrl-data/通用列規則整理.md#019","高"
"蠶豆","其他豆菜類(刀豆、毛豆、花豆(鮮)、扁豆、豇豆(鮮)、菜豆、萊豆、豌豆、樹豆(鮮)、翼豆、蠶豆(鮮)、鷹嘴豆除外)","不涵蓋","作物分類對照將「蠶豆」列為「乾豆類 / 豆菜類」，與通用列母類「豆菜類」不同，且作物未在排除名單內的事實不能跨類擴張。","https://www.fda.gov.tw/TC/newsContent.aspx?cid=3&id=31306；https://data.fda.gov.tw/data/opendata/export/16/json；mrl-data/通用列規則整理.md#013","高"
"鷹嘴豆","鷹嘴豆(鮮)","無法判斷","標準名「鷹嘴豆(鮮)」限定加工型態、食用部位或排除子型態；App 名「鷹嘴豆」較廣，不能把部分型態的容許量套給全部。","https://www.fda.gov.tw/TC/newsContent.aspx?cid=3&id=31306；https://data.fda.gov.tw/data/opendata/export/16/json；mrl-data/latest.json","中"
